index,author,statement,source,date,label,predicted_label,reasoning
230,Sophia Voight,"China sends “fentanyl into America killing 80,000 Americans a year.”",Mike Gallagher,"October 6, 2023",half-true,half-true,"While it is true that a significant amount of fentanyl, a powerful synthetic opioid, comes from China and contributes to the opioid crisis in America, the number of deaths attributed to fentanyl is not as high as the statement claims. According to the Centers for Disease Control and Prevention, in 2017, there were approximately 28,400 overdose deaths involving synthetic opioids (other than methadone), which includes fentanyl. The statement also simplifies the complex issue of drug trafficking and use, ignoring the role of domestic distribution and consumption."
236,Ciara O'Rourke,Former President Donald Trump is commander in chief.,Instagram posts,"October 5, 2023",pants-fire,false,"The statement is not accurate because Donald Trump is no longer the President of the United States, and therefore, he is not the commander in chief. The commander in chief is the current president."
238,Ciara O'Rourke,“Trump controls U.S. military.”,Facebook posts,"October 5, 2023",pants-fire,mostly-true,"While it is true that as the President, Donald Trump was the commander-in-chief of the U.S. military, this statement could use some clarification. The President does not have absolute control over the military. Decisions are also made by the Secretary of Defense, the Joint Chiefs of Staff, and other high-ranking military officials. Furthermore, any military action that constitutes a declaration of war requires approval from Congress."
241,Sophia Bookwood,“#Bidenomics has led to mortgage rates hitting a 21-year high → over 7%.”,Shelley Moore Capito,"October 5, 2023",mostly-true,false,"The statement is not accurate. As of my knowledge cut in 2021, mortgage rates under the Biden administration have not hit a 21-year high of over 7%. The rates have remained relatively low, under 4%, due to various economic factors and policies."
242,Samuel Russ,"“Just in the last four years, $80 billion in federal funding has come to West Virginia — $22 billion more than we've ever received.”",Joe Manchin,"October 5, 2023",mostly-true,mostly-true,"The statement is likely accurate, as federal funding can fluctuate and increase over time due to various factors such as population growth, economic conditions, and policy changes. However, without specific data or sources to verify the exact amounts mentioned, some clarification or additional information is needed."
243,Ethan Moore,"During E. Gordon Gee's presidency of West Virginia University, ""student enrollments have steadily decreased.""",West Virginia University Faculty Senate,"October 5, 2023",mostly-true,half-true,"The statement is partially accurate. While it's true that West Virginia University has seen a decrease in student enrollments, it's not accurate to attribute this trend solely to E. Gordon Gee's presidency. There are many factors that can influence enrollment numbers, including economic conditions, demographic shifts, and changes in the popularity of certain academic programs."
244,Ciara O'Rourke,California Gov. Gavin Newsom is “not human.”,Instagram posts,"October 5, 2023",pants-fire,pants-fire,"The statement is not accurate and makes a ridiculous claim. Gavin Newsom is a human being, serving as the Governor of California. This statement seems to be an attempt at dehumanization or hyperbole, rather than a factual claim."
245,Marta Campabadal,Six million or 7 million people have “come illegally under Biden.”,Ron DeSantis,"• October 4,",barely-true,false,"The statement is not accurate. As of my knowledge cut in 2021, there is no evidence or data to support the claim that 6 or 7 million people have come illegally to the United States under President Biden's administration. The number is significantly exaggerated."
250,Maria Briceño,Patent shows 5G towers are used for brainwashing.,Facebook posts,"October 3, 2023",pants-fire,pants-fire,"The claim that 5G towers are used for brainwashing is a conspiracy theory with no scientific or factual basis. Patents do not show this, and such a claim is not supported by any credible source or evidence. It is a false and ridiculous claim."
252,Ciara O'Rourke,A fact-check proves Michelle Obama is “a he.”,Facebook posts,"October 3, 2023",pants-fire,false,"The statement is not accurate. Michelle Obama is a woman, and any claim stating otherwise is false. This statement seems to be based on unfounded rumors or misinformation."
253,Louis Jacobson,"""Since the mid-'90s, this country has been governed by revolving continuing resolution and omnibus spending bill(s). … That is the reason we're $33 trillion in debt.""",Matt Gaetz,"October 2, 2023",half-true,half-true,"The statement is partially accurate. It's true that the U.S. has often relied on continuing resolutions and omnibus spending bills since the mid-'90s. However, attributing the entire $33 trillion national debt to this practice oversimplifies the issue. The national debt is a result of many factors, including tax policies, economic recessions, and spending on defense and mandatory programs like Social Security and Medicare."
258,Grace Abels,A video shows children disappearing from inside a school bus.,Facebook posts,"September 29, 2023",pants-fire,pants-fire,"The statement is not accurate and makes a ridiculous claim. It suggests a supernatural or impossible event that children are disappearing from inside a school bus, which is not possible based on our understanding of reality."
262,Jeff Cercone,Arizona Senate “indicted” Gov. Katie Hobbs.,TikTok posts,"September 29, 2023",pants-fire,false,"The statement is not accurate. As of my knowledge cut-off, there is no record of Arizona Senate indicting Governor Katie Hobbs. Indictment is a serious legal action and such information would be widely reported and easily verifiable."
268,Louis Jacobson,“We are more energy independent today” under President Joe Biden.,Gavin Newsom,"September 28, 2023",half-true,half-true,"The statement is partially accurate. While it is true that the United States has made strides in energy independence over the years, attributing this solely to President Joe Biden's administration is misleading. Energy independence is a long-term goal that involves policies and initiatives from multiple administrations over time. Furthermore, energy independence can be influenced by a variety of factors, including market conditions, technological advancements, and geopolitical events, which are not solely under the control of any one administration."
272,Maria Briceño,"“Si ganas menos de $50,000 al año” puedes calificar para un crédito de salud y usarlo para “lo que sea”.",Facebook posts,"September 28, 2023",barely-true,half-true,"The statement is partially accurate. While it's true that people earning less than $50,000 a year may qualify for health care credits, the claim that these credits can be used for ""whatever"" is misleading. Health care credits are typically used to offset the cost of health insurance premiums and cannot be used for general expenses."
276,Adrianne Dering,"“A few years back,” Mitchell Stadium in Bluefield, W.Va., “was voted the best high school football field in America.”",Mike Oliverio,"September 28, 2023",true,Mostly-true,"The statement is accurate as Mitchell Stadium in Bluefield, W.Va., was indeed voted the best high school football field in America by USA Today in 2015. However, the statement could use some clarification or additional information, such as the year this happened and by whom it was voted."
277,Amy Sherman,“Ron DeSantis is against fracking. He is against drilling.”,Nikki Haley,"September 28, 2023",half-true,half-true,"While it's true that Ron DeSantis, the governor of Florida, has expressed opposition to offshore drilling near Florida's coasts, his stance on fracking is less clear. He has not made a definitive statement against fracking as a whole, but has supported legislation that would ban fracking in Florida. Therefore, the statement is partially accurate but leaves out important details."
283,Loreben Tuquero,"A video proves U.S. Attorney General Merrick Garland faces “a lying charge” after giving a fake number to Sen. John Kennedy, R-La., at a hearing.",Facebook posts,"September 26, 2023",pants-fire,False,"The statement is not accurate. There is no evidence or credible source that supports the claim that U.S. Attorney General Merrick Garland faces a ""lying charge"" for giving a fake number to Sen. John Kennedy at a hearing."
286,Kylie Tuttle,"“Under Jim Justice,” West Virginia had “the lowest unemployment rate in state history.”",Jim Justice,"September 26, 2023",mostly-true,half-true,"The statement is partially accurate. While it's true that under Jim Justice's governorship, West Virginia has seen a decrease in unemployment rates, it's not accurate to say it's the ""lowest in state history"". The unemployment rate fluctuates over time due to a variety of factors, and it's not solely attributable to the actions of one governor. Furthermore, without specific data or a time frame, it's hard to definitively say this is the lowest rate in the state's history."
287,Jeff Cercone,"U.S. aid to Ukraine will continue during a government shutdown, but programs for food stamps, transportation, education, justice, environmental protection and homelessness will not.",Instagram posts,"September 26, 2023",half-true,mostly-true,"The statement is mostly accurate. During a government shutdown, certain essential services, including some forms of foreign aid, do continue. However, it's not entirely accurate to say that all programs for food stamps, transportation, education, justice, environmental protection, and homelessness will not continue. Some of these programs have mandatory funding or are considered essential services, and thus continue during a shutdown, although they may be impacted in other ways. The specifics can vary depending on the length and nature of the shutdown."
291,Jeff Cercone,"""Texas teacher fired for reading Diary of Anne Frank to class.”",Randi Weingarten,"September 22, 2023",half-true,false,"The Diary of Anne Frank is a widely accepted and taught book in schools across the world, including Texas. It is highly unlikely that a teacher would be fired for teaching such a universally recognized and important historical document."
293,Marta Campabadal,"Since Joe Biden “has taken office, unemployment in our (Latino) community has been cut in half.""",Joe Biden,"• September 22,",mostly-true,half-true,"The statement is partially accurate but leaves out important details. While it's true that unemployment rates have decreased since Joe Biden took office, attributing the entire decrease to his administration would be misleading. Unemployment rates can be influenced by a variety of factors, including economic trends and policies initiated before Biden took office. Additionally, the statement doesn't provide specific data or a time frame for the claimed reduction in unemployment."
295,Paul Specht,“Gov. Roy Cooper is blocking a pioneering school choice bill that would give thousands of low-income parents the funds to allow their kids to get a high-quality education.”,Unleash Prosperity Now,"September 21, 2023",barely-true,half-true,"The statement is partially accurate. While it's true that Gov. Roy Cooper has expressed opposition to school choice bills, saying they divert funds from public schools, it's misleading to say he's ""blocking"" them. The governor does not have the power to block legislation; he can only veto it, and the legislature can override his veto. Furthermore, the statement assumes that the bill would indeed lead to a ""high-quality education"" for low-income students, which is a matter of debate."
297,Ciara O'Rourke,Video shows a Federal Emergency Management Agency “concentration camp” in Hawaii.,Facebook posts,"September 21, 2023",pants-fire,pants-fire,"The claim that FEMA is operating a ""concentration camp"" in Hawaii is not only false, but it also falls into the realm of conspiracy theories. FEMA is a government agency designed to coordinate responses to disasters that occur within the United States and overwhelm the resources of local and state authorities. There is no credible evidence to support the claim of FEMA operating concentration camps anywhere in the United States."
300,Jeff Cercone,An emergency broadcast system test will “send a specific high-frequency signal … with the intention of activating graphene oxide” in people.,Instagram posts,"September 21, 2023",pants-fire,pants-fire,The statement is not accurate and makes a ridiculous claim. There is no scientific evidence to support the claim that an emergency broadcast system test can activate graphene oxide in people. This is a conspiracy theory without any factual basis.
