index,author,statement,source,date,label,predicted_label,reasoning
187,Jacquie Broush,“Since Biden took office ... real wages have fallen monthly.”,West Virginia Republican Party,"October 12, 2023",mostly-true,barely-true,"The statement contains an element of truth, as it claims that real wages have fallen monthly since Biden took office. However, it ignores critical facts that would give a different impression. It is important to consider the context and time frame in which this statement is made. Real wages can be influenced by various factors such as inflation, economic conditions, and policy changes. It is necessary to analyze long-term trends and consider the impact of multiple factors before making a definitive conclusion about the state of real wages under Biden's presidency."
188,Ciara O'Rourke,"Video shows President Joe Biden telling a child, “You’re one sexy kid.”",Instagram posts,"October 12, 2023",pants-fire,pants-fire,"The statement is not accurate and makes a ridiculous claim including a conspiracy. The given statement claims that there is a video showing President Joe Biden telling a child, ""You're one sexy kid."" However, there is no evidence or credible source to support this claim. Additionally, the mention of a child being abducted into a secret Disneyland tunnel in the search results further suggests that this statement is part of a conspiracy theory or false information."
200,D.L. Davis,"""Derrick Van Orden is one of the only members of Congress who participated in the deadly January 6th insurrection. He now serves in the building he tried to burn down.""",Rebecca Cooke,"October 11, 2023",barely-true,mostly-false,"The statement claims that Derrick Van Orden is one of the only members of Congress who participated in the deadly January 6th insurrection and now serves in the building he tried to burn down. However, according to PolitiFact, this claim is mostly false. While Van Orden acknowledges attending the ""Save America"" rally on January 6, 2021, he is not among those who participated in the insurrection. Therefore, the statement is inaccurate and misleading."
202,Louis Jacobson,"The Biden administration “wanted Israel to stand down after the attack"" by Hamas.",Tim Scott,"October 10, 2023",barely-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context.

The statement suggests that the Biden administration wanted Israel to stand down after an attack by Hamas. However, without further context or information, it is difficult to determine the accuracy of this claim. It is important to consider the broader geopolitical situation and the actions and statements of both the Biden administration and Israel in response to the attack. Additional information is needed to fully evaluate the claim."
203,Tayler Pillo,West Virginia University has “increased the amount of unfunded institutional aid provided to students and expects this amount to exceed $134 million in 2024.”,Paula Congelio,"October 10, 2023",half-true,mostly-true,"The statement is mostly true because it accurately states that West Virginia University has increased the amount of unfunded institutional aid provided to students and expects this amount to exceed $134 million in 2024. However, it would be helpful to have additional information or clarification on how the university plans to fund this increase in aid and whether it will have any impact on tuition or other fees for students."
204,Cody Matorin,E. Gordon Gee’s university projects have increased “WVU’s debt load by 55%.”,West Virginia University Faculty Senate,"October 10, 2023",barely-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. The statement claims that E. Gordon Gee's university projects have increased ""WVU's debt load by 55%."" According to the search results, the WVU faculty Senate resolution did mention that Gee's projects have increased the debt load by 55%. However, it is clarified that the actual rise attributable to Gee is about 34%, as there are other factors contributing to the increase in debt. Therefore, while there is an increase in debt, the statement exaggerates Gee's direct impact on the debt load."
206,Griff Bihun,“Fewer than 2% of students are impacted whatsoever by the decisions we're making” to cut the budget.,E. Gordon Gee,"October 10, 2023",barely-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. 

The statement claims that fewer than 2% of students are impacted by budget cuts. However, without further information or context, it is difficult to determine the accuracy of this claim. It is possible that the speaker is referring to a specific group of students or a specific region, which would make the statement partially accurate. However, if the statement is meant to apply to all students, it is likely an oversimplification and ignores the potential impact of budget cuts on education programs, resources, and support services that can affect a larger percentage of students."
209,Loreben Tuquero,"1,609 scientists signed a declaration saying “There is no climate emergency.”",X posts,"October 9, 2023",barely-true,pants-fire,"The statement is not accurate and makes a ridiculous claim including a conspiracy. The statement claims that 1,609 scientists signed a declaration saying ""There is no climate emergency."" However, there is no evidence or credible source provided to support this claim. Additionally, the statement does not provide any context or details about the declaration or the scientists involved. Without further information, it is not possible to verify the accuracy of this claim."
223,Aubrey Burkhardt,“The percentage of students that are going to college (in West Virginia) has been declining for five years.”,George Zimmerman,"October 6, 2023",mostly-true,mostly-true,"The statement is mostly true because it accurately reflects the decline in the percentage of students going to college in West Virginia over the past five years. The PolitiFact rating confirms that the percentage has indeed decreased from 53.3% in 2012 to 45.9% in 2021. However, it would be helpful to have more specific data on the decline in each individual year to provide a more comprehensive understanding of the trend."
224,Michelle Peribanez,“Gas prices have skyrocketed since Joe Biden took office and continue to do so everyday.”,Carol Miller,"October 6, 2023",half-true,pants-fire,"The statement is not accurate and makes a ridiculous claim including a conspiracy. The statement claims that gas prices have skyrocketed since Joe Biden took office and continue to do so every day. However, there is no evidence to support this claim. Gas prices are influenced by various factors such as global oil prices, supply and demand, and geopolitical events. It is unlikely that gas prices would consistently skyrocket every day since Biden took office."
225,Derek Nastasi,Foreign languages are “not a high priority” nationally,E. Gordon Gee,"October 6, 2023",half-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context.

The statement that foreign languages are ""not a high priority"" nationally can be considered half-true. While it is true that foreign language education may not be a top priority in some countries, it is important to consider the context and specific circumstances. The statement does not provide any specific information about which country or countries it is referring to, making it difficult to determine the accuracy. Additionally, the importance placed on foreign language education can vary depending on factors such as government policies, cultural values, and economic considerations. Therefore, without more specific information, it is difficult to fully assess the accuracy of the statement."
230,Sophia Voight,"China sends “fentanyl into America killing 80,000 Americans a year.”",Mike Gallagher,"October 6, 2023",half-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. While it is true that fentanyl deaths in the U.S. have spiked in recent years and that China is a major source of fentanyl, it is misleading to solely blame China for the deaths of 80,000 Americans a year. The statement ignores other factors such as domestic production and distribution of fentanyl, as well as the role of drug trafficking organizations."
236,Ciara O'Rourke,Former President Donald Trump is commander in chief.,Instagram posts,"October 5, 2023",pants-fire,false,"The statement is not accurate. The search results clearly state that President Joe Biden is the current commander in chief, not Donald Trump. The fact-check sources confirm that Trump is a former president and does not currently hold the position of commander in chief."
238,Ciara O'Rourke,“Trump controls U.S. military.”,Facebook posts,"October 5, 2023",pants-fire,pants-fire,"This statement is not accurate and makes a ridiculous claim. The President of the United States does not have direct control over the U.S. military. The U.S. military is under the control of the Department of Defense, which is headed by the Secretary of Defense. The President, as the Commander-in-Chief, has the authority to make decisions regarding military operations and strategy, but the day-to-day control and operations of the military are carried out by military leaders and the Department of Defense."
241,Sophia Bookwood,“#Bidenomics has led to mortgage rates hitting a 21-year high → over 7%.”,Shelley Moore Capito,"October 5, 2023",mostly-true,pants-fire,"The statement is false and makes a ridiculous claim. There is no evidence or credible source provided to support the claim that ""#Bidenomics has led to mortgage rates hitting a 21-year high over 7%."" Additionally, the author of the statement, Sophia Bookwood, is not a well-known or credible source of information. A web search did not yield any relevant or reliable information to support this claim."
242,Samuel Russ,"“Just in the last four years, $80 billion in federal funding has come to West Virginia — $22 billion more than we've ever received.”",Joe Manchin,"October 5, 2023",mostly-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. 

The statement claims that in the last four years, West Virginia has received $80 billion in federal funding, which is $22 billion more than they have ever received. While it is possible that West Virginia has received a significant amount of federal funding in the last four years, the statement does not provide any context or explanation for why this increase occurred. It is important to consider factors such as changes in federal funding policies, specific projects or programs that received funding, and any other relevant information that could explain the increase. Without this additional information, it is difficult to fully assess the accuracy and significance of the statement."
243,Ethan Moore,"During E. Gordon Gee's presidency of West Virginia University, ""student enrollments have steadily decreased.""",West Virginia University Faculty Senate,"October 5, 2023",mostly-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. The statement claims that student enrollments have steadily decreased during E. Gordon Gee's presidency of West Virginia University. However, without additional information or data, it is difficult to determine the accuracy of this claim. It is possible that student enrollments have indeed decreased, but it is also possible that there are other factors at play or that the decrease is not significant. Without more context or data, it is not possible to fully evaluate the accuracy of the statement."
244,Ciara O'Rourke,California Gov. Gavin Newsom is “not human.”,Instagram posts,"October 5, 2023",pants-fire,pants-fire,"The statement is not accurate and makes a ridiculous claim. The search results clearly state that California Gov. Gavin Newsom is a human, despite what social media posts say. The claim that he is ""not human"" is baseless and lacks any evidence."
245,Marta Campabadal,Six million or 7 million people have “come illegally under Biden.”,Ron DeSantis,"• October 4,",barely-true,pants-fire,"The statement is not accurate and makes a ridiculous claim including a conspiracy. The search results show that the statement was made by Marta Campabadal, but there is no evidence or credible sources to support the claim that six or seven million people have come illegally under Biden. The statement is likely a false and exaggerated claim made to discredit the Biden administration."
250,Maria Briceño,Patent shows 5G towers are used for brainwashing.,Facebook posts,"October 3, 2023",pants-fire,pants-fire,The statement is not accurate and makes a ridiculous claim including a conspiracy. The search results clearly state that the claim that 5G towers are used for brainwashing is false. The U.S. patent No. 5356368A is not related to 5G towers and is actually for a meditation aid by the Monroe Institute. The claim made in the statement is a conspiracy theory that has been debunked.
252,Ciara O'Rourke,A fact-check proves Michelle Obama is “a he.”,Facebook posts,"October 3, 2023",pants-fire,pants-fire,"The statement is not accurate and makes a ridiculous claim including a conspiracy. The claim that Michelle Obama is ""a he"" is completely false and baseless. There is no credible evidence or fact-check that supports this claim. It is a conspiracy theory that has been debunked numerous times."
253,Louis Jacobson,"""Since the mid-'90s, this country has been governed by revolving continuing resolution and omnibus spending bill(s). … That is the reason we're $33 trillion in debt.""",Matt Gaetz,"October 2, 2023",half-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context.

The statement claims that the reason for the $33 trillion debt in the country is the use of revolving continuing resolution and omnibus spending bills since the mid-'90s. While it is true that the country has been using these types of bills for funding the government, it is an oversimplification to attribute the entire debt to this factor alone.

The national debt is influenced by various factors, including economic conditions, government spending on programs and services, tax policies, and other financial decisions. It is not solely caused by the use of continuing resolutions and omnibus spending bills.

Therefore, the statement is partially accurate but fails to consider other significant factors contributing to the national debt."
258,Grace Abels,A video shows children disappearing from inside a school bus.,Facebook posts,"September 29, 2023",pants-fire,false,"The statement is not accurate. The search results do not provide any evidence or information about a video showing children disappearing from inside a school bus. The search results only mention a viral video showing a bus full of school children disappearing into thin air, but there is no evidence or confirmation of the video's authenticity or any details about the incident. Therefore, the statement is false."
262,Jeff Cercone,Arizona Senate “indicted” Gov. Katie Hobbs.,TikTok posts,"September 29, 2023",pants-fire,false,"The statement made by Jeff Cercone that Arizona Senate has ""indicted"" Gov. Katie Hobbs is false. According to the Associated Press, the Republican leadership in Arizona's state Senate has stated that no such indictment has been issued. Additionally, the state legislature is not authorized to issue formal accusations of criminal wrongdoing. The claim made by social media users that Gov. Katie Hobbs has been indicted is also false."
268,Louis Jacobson,“We are more energy independent today” under President Joe Biden.,Gavin Newsom,"September 28, 2023",half-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. 

Explanation: Without the search results, it is difficult to determine the accuracy of the statement. However, based on the statement alone, it suggests that the United States has achieved a higher level of energy independence under President Joe Biden. To determine the accuracy, it would be necessary to examine data and statistics related to energy production, consumption, and imports/exports during Biden's presidency."
272,Maria Briceño,"“Si ganas menos de $50,000 al año” puedes calificar para un crédito de salud y usarlo para “lo que sea”.",Facebook posts,"September 28, 2023",barely-true,false,"The statement is not accurate. There is no evidence or information provided to support the claim that if you earn less than $50,000 a year, you can qualify for a health credit and use it for anything. Additionally, the statement is not attributed to a reliable source and there is no further context or explanation provided."
276,Adrianne Dering,"“A few years back,” Mitchell Stadium in Bluefield, W.Va., “was voted the best high school football field in America.”",Mike Oliverio,"September 28, 2023",true,half-true,"The statement is partially accurate as it claims that Mitchell Stadium in Bluefield, W.Va. was voted the best high school football field in America. However, it leaves out important details such as the year when it was voted as the best and the source of the vote. Without this information, it is difficult to verify the accuracy of the claim."
277,Amy Sherman,“Ron DeSantis is against fracking. He is against drilling.”,Nikki Haley,"September 28, 2023",half-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. 

Based on the given statement and the search results, it is clear that Ron DeSantis is against fracking and drilling. However, it is important to note that the statement is attributed to Amy Sherman, and there is no additional information or context provided to support or verify this claim. Without further evidence or clarification, it is difficult to determine the full extent of Ron DeSantis' stance on fracking and drilling. Therefore, the statement is classified as half-true."
283,Loreben Tuquero,"A video proves U.S. Attorney General Merrick Garland faces “a lying charge” after giving a fake number to Sen. John Kennedy, R-La., at a hearing.",Facebook posts,"September 26, 2023",pants-fire,pants-fire,"The statement is not accurate and makes a ridiculous claim including a conspiracy. The statement claims that there is a video proving that U.S. Attorney General Merrick Garland faces a ""lying charge"" after giving a fake number to Sen. John Kennedy. However, no credible sources or evidence are provided to support this claim. Additionally, the statement is made by an unknown author and there is no date provided, which further raises doubts about its credibility."
286,Kylie Tuttle,"“Under Jim Justice,” West Virginia had “the lowest unemployment rate in state history.”",Jim Justice,"September 26, 2023",mostly-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. While it is true that West Virginia had a low unemployment rate under Jim Justice, it is important to note that this claim is specific to the state's history. It does not take into account the overall economic conditions of the country or compare the state's unemployment rate to other states. Additionally, the statement does not provide any specific data or statistics to support the claim."
287,Jeff Cercone,"U.S. aid to Ukraine will continue during a government shutdown, but programs for food stamps, transportation, education, justice, environmental protection and homelessness will not.",Instagram posts,"September 26, 2023",half-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context.

The statement correctly states that U.S. aid to Ukraine will continue during a government shutdown. This is supported by the information that U.S. military training of Ukrainian troops and shipments of equipment would continue during a government shutdown, as this work doesn't hinge on new funding from Congress.

However, the statement also claims that programs for food stamps, transportation, education, justice, environmental protection, and homelessness will not continue during a government shutdown. This is not entirely accurate. While it is true that a government shutdown can lead to the temporary suspension of non-essential government services, essential services such as food stamps, transportation, education, justice, environmental protection, and homelessness programs are typically considered essential and continue to operate during a shutdown, albeit with potential disruptions or delays.

Therefore, the statement is partially accurate but leaves out important details about the continuity of essential services during a government shutdown."
291,Jeff Cercone,"""Texas teacher fired for reading Diary of Anne Frank to class.”",Randi Weingarten,"September 22, 2023",half-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context.

Explanation: Based on the statement, it is true that a Texas teacher was fired for reading the Diary of Anne Frank to the class. However, the statement does not provide any context or details about why the teacher was fired. To determine the accuracy of the statement, further research is needed to understand the reasons behind the teacher's termination."
293,Marta Campabadal,"Since Joe Biden “has taken office, unemployment in our (Latino) community has been cut in half.""",Joe Biden,"• September 22,",mostly-true,mostly-true,"The statement is mostly true but needs clarification or additional information. The statement claims that since Joe Biden has taken office, unemployment in the Latino community has been cut in half. According to the search results, a Biden campaign ad made a similar claim, stating that the decline in unemployment in the Latino community was close to half. However, without specific data or sources, it is difficult to verify the exact percentage of the decline and the timeframe in which it occurred. Therefore, the statement needs clarification and additional information to fully assess its accuracy."
295,Paul Specht,“Gov. Roy Cooper is blocking a pioneering school choice bill that would give thousands of low-income parents the funds to allow their kids to get a high-quality education.”,Unleash Prosperity Now,"September 21, 2023",barely-true,mostly-false,"The statement is mostly false because it claims that Gov. Roy Cooper is blocking a school choice bill that would give low-income parents funds for their children's education. However, according to Politifact, this claim is mostly false. The ad alludes to a bill that would expand North Carolina's Opportunity Scholarship program, but the program already provides private school vouchers to low-income families. The bill in question is actually a proposal to increase the funding for the program, not block it."
297,Ciara O'Rourke,Video shows a Federal Emergency Management Agency “concentration camp” in Hawaii.,Facebook posts,"September 21, 2023",pants-fire,pants-fire,"The statement is not accurate and makes a ridiculous claim including a conspiracy. The search results do not provide any credible information or evidence to support the claim that there is a FEMA ""concentration camp"" in Hawaii. This claim is likely a conspiracy theory or misinformation."
300,Jeff Cercone,An emergency broadcast system test will “send a specific high-frequency signal … with the intention of activating graphene oxide” in people.,Instagram posts,"September 21, 2023",pants-fire,pants-fire,"The statement is not accurate and makes a ridiculous claim including a conspiracy. The claim that an emergency broadcast system test will activate graphene oxide in people is not supported by any credible evidence. Graphene oxide is a material used in various scientific and technological applications, but there is no scientific basis to suggest that it can be activated or controlled through an emergency broadcast system. This statement appears to be a baseless conspiracy theory."
