index,author,statement,source,date,label,predicted_label,reasoning
224,Michelle Peribanez,“Gas prices have skyrocketed since Joe Biden took office and continue to do so everyday.”,Carol Miller,"October 6, 2023",half-true,half-true,"The statement is partially accurate in that gas prices have increased since Joe Biden took office. However, it is misleading to claim that they continue to increase every day. Gas prices are influenced by various factors such as global oil prices, supply and demand, and geopolitical events. While there may have been an initial increase in gas prices, it is not accurate to say that they are continuously skyrocketing every day."
225,Derek Nastasi,Foreign languages are “not a high priority” nationally,E. Gordon Gee,"October 6, 2023",half-true,half-true,"The statement is partially accurate as there may be instances where foreign languages are not considered a high priority nationally. However, it is important to note that this statement is subjective and can vary depending on the context and perspective. Some individuals or organizations may prioritize foreign language education, while others may not."
230,Sophia Voight,"China sends “fentanyl into America killing 80,000 Americans a year.”",Mike Gallagher,"October 6, 2023",half-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. While it is true that fentanyl, a powerful synthetic opioid, has been a major contributor to the opioid crisis in America, it is not accurate to solely blame China for the deaths of 80,000 Americans each year. While some fentanyl does originate from China, it is also produced domestically and sourced from other countries. The opioid crisis is a complex issue with multiple factors contributing to it, including overprescribing of prescription opioids and the availability of illicit drugs. Blaming China alone oversimplifies the problem and ignores other significant factors."
236,Ciara O'Rourke,Former President Donald Trump is commander in chief.,Instagram posts,"October 5, 2023",pants-fire,false,"The statement is not accurate. Donald Trump served as the 45th President of the United States from January 20, 2017, to January 20, 2021. As of October 5, 2023, he is no longer the commander in chief."
238,Ciara O'Rourke,“Trump controls U.S. military.”,Facebook posts,"October 5, 2023",pants-fire,false,"The statement is not accurate. While the President of the United States is the Commander-in-Chief of the U.S. military, they do not have direct control over the military's day-to-day operations. The military is a separate entity with its own chain of command and operates under the guidance of the Department of Defense."
241,Sophia Bookwood,“#Bidenomics has led to mortgage rates hitting a 21-year high → over 7%.”,Shelley Moore Capito,"October 5, 2023",mostly-true,false,"The statement claims that ""#Bidenomics has led to mortgage rates hitting a 21-year high"" and that the mortgage rates are ""over 7%."" However, as an AI language model, I don't have access to real-time data. As of my last knowledge update, mortgage rates in the United States were not at a 21-year high and were not over 7%. It is important to fact-check such claims with reliable sources to determine their accuracy."
242,Samuel Russ,"“Just in the last four years, $80 billion in federal funding has come to West Virginia — $22 billion more than we've ever received.”",Joe Manchin,"October 5, 2023",mostly-true,mostly-true,"The statement is mostly true because it states that $80 billion in federal funding has come to West Virginia in the last four years, which is accurate. However, it also claims that this amount is $22 billion more than they have ever received, but it does not provide any context or comparison to previous years' funding. Without this information, it is difficult to determine if the $22 billion difference is significant or not."
243,Ethan Moore,"During E. Gordon Gee's presidency of West Virginia University, ""student enrollments have steadily decreased.""",West Virginia University Faculty Senate,"October 5, 2023",mostly-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. While it is true that student enrollments have decreased during E. Gordon Gee's presidency of West Virginia University, it is important to consider other factors that may have contributed to this decline. Factors such as changes in demographics, economic conditions, or competition from other universities could also have played a role in the decrease in student enrollments. Therefore, attributing the decline solely to Gee's presidency may not provide a complete picture of the situation."
244,Ciara O'Rourke,California Gov. Gavin Newsom is “not human.”,Instagram posts,"October 5, 2023",pants-fire,pants-fire,"The statement is not accurate and makes a ridiculous claim. Calling someone ""not human"" is a baseless and absurd accusation that lacks any factual basis or evidence. It is a clear example of a conspiracy theory or personal attack."
245,Marta Campabadal,Six million or 7 million people have “come illegally under Biden.”,Ron DeSantis,"• October 4,",barely-true,false,"The statement is not accurate. There is no evidence to support the claim that six or seven million people have come illegally under President Biden. The statement lacks any specific data or sources to back up the claim, making it false."
250,Maria Briceño,Patent shows 5G towers are used for brainwashing.,Facebook posts,"October 3, 2023",pants-fire,pants-fire,The statement is not accurate and makes a ridiculous claim including a conspiracy. There is no credible evidence or scientific basis to support the claim that 5G towers are used for brainwashing. This statement is likely a baseless conspiracy theory.
252,Ciara O'Rourke,A fact-check proves Michelle Obama is “a he.”,Facebook posts,"October 3, 2023",pants-fire,pants-fire,"The statement is not accurate and makes a ridiculous claim. There is no credible evidence or fact-check that proves Michelle Obama is ""a he."" This statement is likely based on misinformation or conspiracy theories."
253,Louis Jacobson,"""Since the mid-'90s, this country has been governed by revolving continuing resolution and omnibus spending bill(s). … That is the reason we're $33 trillion in debt.""",Matt Gaetz,"October 2, 2023",half-true,half-true,"The statement is partially accurate in stating that the country has been governed by revolving continuing resolution and omnibus spending bills since the mid-'90s. However, it is misleading to solely attribute the $33 trillion debt to this reason alone. The national debt is influenced by various factors such as economic conditions, government policies, and external factors. Ignoring these other factors gives a different impression and oversimplifies the complex nature of the national debt."
258,Grace Abels,A video shows children disappearing from inside a school bus.,Facebook posts,"September 29, 2023",pants-fire,pants-fire,The statement makes a ridiculous claim that children are disappearing from inside a school bus. This claim is not supported by any evidence or credible sources. It is likely a false or misleading statement.
262,Jeff Cercone,Arizona Senate “indicted” Gov. Katie Hobbs.,TikTok posts,"September 29, 2023",pants-fire,false,"There is no evidence or credible source to support the claim that the Arizona Senate has indicted Gov. Katie Hobbs. Without any additional information or context, it is safe to classify this statement as false."
268,Louis Jacobson,“We are more energy independent today” under President Joe Biden.,Gavin Newsom,"September 28, 2023",half-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. While it is true that the United States has made progress towards energy independence under President Joe Biden, it is important to note that the country's energy independence is influenced by various factors such as domestic production, imports, and consumption. The statement does not provide specific data or context to support the claim, making it difficult to determine the extent of the energy independence achieved under President Biden."
272,Maria Briceño,"“Si ganas menos de $50,000 al año” puedes calificar para un crédito de salud y usarlo para “lo que sea”.",Facebook posts,"September 28, 2023",barely-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. While it is true that individuals who earn less than $50,000 a year may qualify for a health credit, the statement is misleading by suggesting that the credit can be used for anything. In reality, health credits are typically used to help cover the cost of health insurance premiums or medical expenses."
276,Adrianne Dering,"“A few years back,” Mitchell Stadium in Bluefield, W.Va., “was voted the best high school football field in America.”",Mike Oliverio,"September 28, 2023",true,half-true,"The statement claims that Mitchell Stadium in Bluefield, W.Va. was voted the best high school football field in America a few years back. Without additional information, it is difficult to determine the accuracy of this claim. It is possible that Mitchell Stadium received such recognition, but it is also possible that there are other high school football fields in America that have been voted as the best."
277,Amy Sherman,“Ron DeSantis is against fracking. He is against drilling.”,Nikki Haley,"September 28, 2023",half-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. While the statement correctly states that Ron DeSantis is against fracking and drilling, it does not provide any context or additional information. It is important to note that politicians' positions on issues can change over time, and it is possible that Ron DeSantis' stance on fracking and drilling may have evolved since the time this statement was made. Additionally, it would be helpful to know the specific context in which Ron DeSantis expressed his opposition to fracking and drilling."
283,Loreben Tuquero,"A video proves U.S. Attorney General Merrick Garland faces “a lying charge” after giving a fake number to Sen. John Kennedy, R-La., at a hearing.",Facebook posts,"September 26, 2023",pants-fire,pants-fire,"The statement claims that U.S. Attorney General Merrick Garland faces a ""lying charge"" after giving a fake number to Sen. John Kennedy. However, there is no evidence or credible source provided to support this claim. Additionally, the use of the term ""lying charge"" is vague and does not provide any specific legal context. Therefore, the statement appears to be false and makes a ridiculous claim without any basis."
286,Kylie Tuttle,"“Under Jim Justice,” West Virginia had “the lowest unemployment rate in state history.”",Jim Justice,"September 26, 2023",mostly-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. While it is true that West Virginia had a low unemployment rate under Jim Justice, it is important to note that this claim is specific to the state's history. Without further information, it is unclear how this unemployment rate compares to other states or national averages. Additionally, the statement does not provide any specific data or timeframe for when this low unemployment rate occurred."
287,Jeff Cercone,"U.S. aid to Ukraine will continue during a government shutdown, but programs for food stamps, transportation, education, justice, environmental protection and homelessness will not.",Instagram posts,"September 26, 2023",half-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. While it is true that U.S. aid to Ukraine may continue during a government shutdown, the statement implies that all programs for food stamps, transportation, education, justice, environmental protection, and homelessness will not continue during a shutdown. This is not entirely accurate as some essential services may still be funded during a shutdown, and the impact on specific programs can vary depending on the circumstances."
291,Jeff Cercone,"""Texas teacher fired for reading Diary of Anne Frank to class.”",Randi Weingarten,"September 22, 2023",half-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. 

Based on the statement, it is true that a Texas teacher was fired for reading Diary of Anne Frank to the class. However, the label ""half-true"" is chosen because the statement does not provide any additional information or context about why the teacher was fired. There could be other factors or incidents involved in the decision to terminate the teacher's employment, which are not mentioned in the statement."
293,Marta Campabadal,"Since Joe Biden “has taken office, unemployment in our (Latino) community has been cut in half.""",Joe Biden,"• September 22,",mostly-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. While it is true that unemployment rates have decreased since Joe Biden took office, attributing the decrease solely to his actions is an oversimplification. There are various factors that contribute to changes in unemployment rates, including economic conditions, policies implemented by previous administrations, and other external factors. Therefore, while Biden's policies may have had some impact on reducing unemployment in the Latino community, it is not solely responsible for the decrease."
295,Paul Specht,“Gov. Roy Cooper is blocking a pioneering school choice bill that would give thousands of low-income parents the funds to allow their kids to get a high-quality education.”,Unleash Prosperity Now,"September 21, 2023",barely-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. While it is true that Gov. Roy Cooper is blocking a school choice bill, the statement fails to mention the reasons behind the decision. It is important to consider the potential drawbacks or concerns associated with the bill that may have influenced the governor's decision. Without this additional information, the statement presents a one-sided view of the situation."
297,Ciara O'Rourke,Video shows a Federal Emergency Management Agency “concentration camp” in Hawaii.,Facebook posts,"September 21, 2023",pants-fire,pants-fire,"The statement is not accurate and makes a ridiculous claim including a conspiracy. There is no credible evidence or reports to support the existence of a FEMA ""concentration camp"" in Hawaii. This claim is likely a baseless conspiracy theory."
300,Jeff Cercone,An emergency broadcast system test will “send a specific high-frequency signal … with the intention of activating graphene oxide” in people.,Instagram posts,"September 21, 2023",pants-fire,pants-fire,The statement is not accurate and makes a ridiculous claim including a conspiracy. There is no scientific evidence to support the claim that an emergency broadcast system test can activate graphene oxide in people. This statement seems to be spreading misinformation and promoting a conspiracy theory.
